Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp ,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades
20-Sep-24,EQ,279,293,278.95,278.85,289.85,290.5,288.29,293,97.75,"8,44,16,068","24,33,64,78,716.40","4,42,729"
19-Sep-24,EQ,276.5,280.95,272.25,275.85,278.95,278.85,277.19,286.45,97.75,"4,82,25,291","13,36,74,62,603.75","3,21,377"
18-Sep-24,EQ,270.65,277.85,269.9,270.75,275.25,275.85,274.73,286.45,97.75,"3,02,25,926","8,30,38,90,608.35","2,21,991"
17-Sep-24,EQ,277.65,278,270,277.7,270.65,270.75,272.72,286.45,97.75,"3,35,15,464","9,14,02,09,068.80","2,49,033"
16-Sep-24,EQ,274.5,282,269.2,272.9,278,277.7,273.97,286.45,97.75,"4,77,92,145","13,09,37,01,990.45","2,96,451"
13-Sep-24,EQ,285.4,286.45,271.1,283.9,273.5,272.9,277.55,286.45,96.5,"8,21,50,759","22,80,08,40,116.80","5,07,677"
12-Sep-24,EQ,276.3,286,274.3,271.75,283.3,283.9,281.66,286,96.5,"10,16,91,858","28,64,28,42,848.40","5,88,153"
11-Sep-24,EQ,268.25,281.5,268.1,267.7,272.4,271.75,275.91,281.5,96.5,"12,18,83,781","33,62,85,36,946.40","5,51,525"
10-Sep-24,EQ,265.85,270.3,259.55,263.2,267.15,267.7,265.56,280.9,96.5,"6,86,58,961","18,23,31,26,456.25","3,74,474"
9-Sep-24,EQ,260,265,256.3,259.95,262.9,263.2,261.26,280.9,96.5,"5,85,34,619","15,29,27,64,488.40","3,48,255"
6-Sep-24,EQ,255,262.15,254.25,254.85,259.9,259.95,259.4,280.9,96.5,"7,57,00,809","19,63,69,99,927.35","4,01,289"
5-Sep-24,EQ,248.05,261.6,246,242.85,254.85,254.85,254.65,280.9,96.5,"11,56,27,516","29,44,48,77,219.85","5,41,758"
4-Sep-24,EQ,244.45,245,240.4,247.7,243.75,242.85,242.66,280.9,96.5,"5,87,62,234","14,25,93,74,313.80","3,49,556"
3-Sep-24,EQ,246.75,252.95,245.4,244.45,246.7,247.7,248.91,280.9,96.5,"6,65,38,683","16,56,21,72,918.80","3,51,522"
2-Sep-24,EQ,252,252.3,241.85,250.53,245.1,244.45,245.44,280.9,96.5,"5,58,33,057","13,70,34,06,660.10","3,68,854"
30-Aug-24,EQ,253.5,255.45,248.81,252.34,251.18,250.53,251.68,280.9,91.75,"5,01,57,287","12,62,36,98,289.47","4,68,769"
29-Aug-24,EQ,254.78,256.35,248.51,253.04,251.75,252.34,251.58,280.9,91.75,"3,77,67,471","9,50,15,87,918.82","2,98,000"
28-Aug-24,EQ,257,257.74,252.15,256.05,253,253.04,254.8,280.9,91.75,"2,86,03,253","7,28,80,71,782.22","2,81,460"
27-Aug-24,EQ,260.75,261.4,255.4,259.39,255.75,256.05,257.29,280.9,91.75,"3,18,16,706","8,18,60,69,806.59","2,98,236"
26-Aug-24,EQ,263.8,264.42,258.1,262.65,259.5,259.39,260.17,280.9,91.75,"3,61,84,864","9,41,43,66,111.35","3,03,446"
23-Aug-24,EQ,260.41,269.9,258.31,257.96,263.48,262.65,265.68,280.9,88.3,"10,22,20,794","27,15,78,33,315.94","6,80,202"
22-Aug-24,EQ,264,267,256.01,260.03,257.85,257.96,260.41,280.9,88.3,"7,38,93,288","19,24,28,51,652.70","4,75,958"
21-Aug-24,EQ,263.12,264.45,259,263.12,259.77,260.03,261.13,280.9,88.3,"3,86,05,742","10,08,12,59,132.60","2,43,526"
20-Aug-24,EQ,262,264.45,258.25,262.17,263.2,263.12,261.01,280.9,88.3,"13,23,96,556","34,55,67,55,246.82","5,10,308"
19-Aug-24,EQ,278,280.9,261,264.43,263.24,262.17,269.14,280.9,88.3,"8,04,35,895","21,64,87,32,492.19","5,09,883"
16-Aug-24,EQ,260.7,266.2,257.01,260.14,264.75,264.43,261.39,278.7,88.3,"4,29,32,761","11,22,20,49,172.87","2,90,705"
14-Aug-24,EQ,260.3,264.5,255.5,257.08,259.25,260.14,259.87,278.7,88.3,"4,17,35,068","10,84,55,66,362.67","3,05,078"
13-Aug-24,EQ,265,265.4,256,263.43,258.19,257.08,260.16,278.7,88.3,"2,61,27,109","6,79,73,28,417.96","1,99,894"
12-Aug-24,EQ,263.5,266.49,261.35,267.09,263.52,263.43,264.01,278.7,88.3,"3,35,14,964","8,84,82,12,220.08","2,77,971"
9-Aug-24,EQ,267.73,272.9,265.55,265.59,266.9,267.09,269.67,278.7,88.3,"5,26,01,958","14,18,52,42,527.09","3,29,825"
8-Aug-24,EQ,265,267.5,260,265.67,264.5,265.59,262.85,278.7,88.3,"5,79,17,059","15,22,34,62,598.93","4,15,998"
7-Aug-24,EQ,261.53,267.6,251.81,249.08,265.98,265.67,261.65,278.7,88.3,"12,73,79,201","33,32,81,39,758.30","7,83,798"
6-Aug-24,EQ,265.9,275,247.2,256.29,248.9,249.08,260.63,278.7,88.3,"14,34,59,602","37,38,94,37,330.51","8,43,498"
5-Aug-24,EQ,254,265.55,249,262.34,256.15,256.29,257.99,278.7,88.3,"15,61,06,218","40,27,42,49,100.73","9,68,687"
2-Aug-24,EQ,244.5,278.7,243,234.09,262.74,262.34,261.37,278.7,81.6,"38,90,60,620","1,01,68,85,45,337.29","16,05,331"
1-Aug-24,EQ,231,238,228,229.45,237.9,234.09,233.01,238,81.6,"8,78,88,742","20,47,93,39,298.22","4,28,427"
31-Jul-24,EQ,227.61,230.14,226.05,227.13,229.75,229.45,228.64,232,81.6,"2,50,09,969","5,71,83,64,662.46","1,79,919"
30-Jul-24,EQ,226.95,231.2,225.11,226.89,227,227.13,228.58,232,81.6,"3,93,78,466","9,00,09,40,431.00","2,43,511"
29-Jul-24,EQ,226.62,229.46,224.1,224.62,227.1,226.89,226.95,232,81.6,"4,06,44,424","9,22,42,53,180.38","2,02,666"
26-Jul-24,EQ,219,226.62,216.85,219.31,225.35,224.62,221.37,232,79.3,"3,56,93,966","7,90,15,68,227.02","2,25,438"
25-Jul-24,EQ,221,223.97,216.95,223.49,218.95,219.31,220.9,232,79.3,"2,61,24,437","5,77,09,54,197.65","2,35,501"
24-Jul-24,EQ,217.85,225.5,215.6,217.91,224.25,223.49,221.27,232,79.3,"3,23,58,784","7,16,00,10,235.16","2,39,989"
23-Jul-24,EQ,222.5,223.72,207,221.66,216.7,217.91,217.29,232,79.3,"3,65,89,825","7,95,05,30,270.71","2,39,479"
22-Jul-24,EQ,214,222.19,214,218.89,221.3,221.66,220.53,232,79.3,"3,37,01,488","7,43,23,04,552.57","2,88,204"
19-Jul-24,EQ,217.99,220.49,213.67,220.62,220.05,218.89,217.1,232,76.5,"3,92,57,871","8,52,29,44,421.91","2,77,803"
18-Jul-24,EQ,217.75,221.4,210.25,217.49,220.9,220.62,216.05,232,76.5,"5,85,37,673","12,64,73,10,638.54","4,26,707"
16-Jul-24,EQ,230,230.35,215.3,229.15,218.35,217.49,221.83,232,76.5,"4,46,81,031","9,91,13,83,121.86","3,32,122"
15-Jul-24,EQ,225,232,225,222.47,229.25,229.15,227.67,232,76.5,"5,12,03,051","11,65,72,08,295.86","3,60,102"
12-Jul-24,EQ,219,223.25,217.05,217.14,223.21,222.47,220.29,223.25,73.4,"4,55,80,868","10,04,12,03,355.29","2,51,248"
11-Jul-24,EQ,211.47,218.95,211.37,211.37,217,217.14,215.26,218.95,73.4,"4,57,69,091","9,85,23,84,575.26","2,56,627"
10-Jul-24,EQ,213,213.39,205.74,212.56,210.9,211.37,210.46,214,73.4,"2,98,52,043","6,28,27,05,249.81","2,14,608"
9-Jul-24,EQ,207.8,214,206.61,207.93,212.1,212.56,212.16,214,73.4,"3,93,12,576","8,34,04,36,982.66","2,42,335"
8-Jul-24,EQ,208.25,210,206,207.57,207.26,207.93,208.11,213.95,73.4,"1,82,60,120","3,80,00,73,707.38","1,73,686"
5-Jul-24,EQ,207,208.4,204.77,207.44,207.8,207.57,206.61,213.95,73,"2,96,81,228","6,13,23,13,593.60","1,75,324"
4-Jul-24,EQ,208.39,210.29,206.7,208.44,207.05,207.44,208.62,213.95,73,"3,00,04,307","6,25,94,48,235.14","2,50,494"
3-Jul-24,EQ,209.45,213.95,205.33,209.09,208.4,208.44,209.43,213.95,73,"6,14,79,249","12,87,56,60,946.38","4,93,334"
2-Jul-24,EQ,204,209.84,202.25,203.97,208.52,209.09,207.68,209.84,73,"6,56,98,266","13,64,39,95,174.03","3,95,061"
1-Jul-24,EQ,199.71,204.5,194.56,200.56,203.7,203.97,201.16,207.2,73,"5,35,36,850","10,76,93,99,698.23","4,05,038"
28-Jun-24,EQ,201.3,203.92,199.1,200.15,199.8,200.56,201.91,207.2,73,"3,72,87,397","7,52,86,42,571.27","2,93,219"
27-Jun-24,EQ,198.2,201.5,196,197.25,199.9,200.15,198.54,207.2,73,"3,25,35,933","6,45,95,56,594.07","1,89,827"
26-Jun-24,EQ,202.56,203.48,196,202.27,197.4,197.25,198.09,207.2,73,"3,89,34,432","7,71,23,60,181.89","3,76,673"
25-Jun-24,EQ,201.75,204.7,200,198.92,202.56,202.27,202.17,207.2,73,"6,06,70,560","12,26,57,99,214.97","3,34,581"
24-Jun-24,EQ,193.9,199.8,191.95,193.95,198.6,198.92,197.51,207.2,73,"3,42,01,378","6,75,51,63,316.71","2,09,417"
21-Jun-24,EQ,197.9,199.95,193.05,197.05,193.9,193.95,195.97,207.2,72.55,"3,78,41,138","7,41,56,51,641.83","2,10,302"
20-Jun-24,EQ,199.99,201.8,195,198.49,196.69,197.05,197.76,207.2,72.55,"4,43,95,214","8,77,94,00,623.34","2,29,496"
19-Jun-24,EQ,190,201,189.56,188.61,198,198.49,196.81,207.2,72.55,"11,22,74,897","22,09,70,56,629.96","5,58,321"
18-Jun-24,EQ,187.5,189.1,184.8,186.24,188.85,188.61,187.37,207.2,72.55,"4,06,33,379","7,61,32,94,938.45","2,31,535"
14-Jun-24,EQ,185.7,186.6,184.05,184.94,186.19,186.24,185.75,207.2,72.55,"2,98,23,712","5,53,97,10,263.28","3,23,579"
13-Jun-24,EQ,183.8,185.8,180.15,179.65,185.09,184.94,183.69,207.2,72.55,"4,78,91,484","8,79,71,33,900.32","2,06,144"
12-Jun-24,EQ,184.39,184.88,179.33,184.02,180,179.65,181.01,207.2,72.55,"4,28,30,411","7,75,26,03,236.39","2,21,709"
11-Jun-24,EQ,182.6,186,180.1,182.16,183.9,184.02,183.36,207.2,72.55,"4,18,03,815","7,66,50,83,489.69","2,13,388"
10-Jun-24,EQ,184,186.5,181.56,184,182,182.16,183.03,207.2,72.55,"3,31,63,473","6,07,00,63,924.63","1,92,800"
7-Jun-24,EQ,182.5,187,180.7,183.65,183.1,184,184.91,207.2,69.6,"3,31,75,407","6,13,43,68,356.70","1,50,111"
6-Jun-24,EQ,185,185.8,182.5,183.8,183.1,183.65,184.37,207.2,69.6,"2,08,87,553","3,85,10,97,193.05","1,41,222"
5-Jun-24,EQ,175,185.3,166.75,172,183.9,183.8,180.66,207.2,69.6,"5,72,13,537","10,33,61,92,896.70","3,15,554"
4-Jun-24,EQ,176.5,176.5,146.3,175.45,170.5,172,168.43,207.2,69.6,"7,52,72,859","12,67,84,64,179.75","5,72,365"
3-Jun-24,EQ,184.5,185.5,175,179.15,175.45,175.45,176.94,207.2,69.6,"5,34,37,123","9,45,52,11,608.75","3,51,780"
31-May-24,EQ,178.8,183.15,171.25,180.6,179.5,179.15,177.49,207.2,66.3,"14,92,83,415","26,49,61,67,993.60","4,56,285"
30-May-24,EQ,183,185,179,183.35,181,180.6,181.47,207.2,66.3,"3,36,84,173","6,11,25,06,971.15","1,89,332"
29-May-24,EQ,180.55,185.4,180,181.6,183.45,183.35,183.43,207.2,66.3,"3,08,88,209","5,66,57,80,517.85","2,48,641"
28-May-24,EQ,184.35,184.8,180.4,183.65,180.9,181.6,182.23,207.2,66.3,"3,44,44,521","6,27,67,13,084.55","1,59,815"
27-May-24,EQ,183.9,185.45,178.4,182.9,184.1,183.65,182.5,207.2,66.3,"4,76,52,253","8,69,64,71,573.65","3,57,300"
24-May-24,EQ,188,188,179.1,186.8,182.5,182.9,183.94,207.2,61.8,"3,70,64,093","6,81,74,87,250.10","3,00,765"
23-May-24,EQ,186.5,189.4,184.5,185.5,187.3,186.8,186.93,207.2,61.8,"2,09,31,137","3,91,27,45,280.55","2,47,731"
22-May-24,EQ,190,190,183.35,189.1,185.6,185.5,185.44,207.2,61.8,"4,03,74,419","7,48,70,62,421.45","3,31,491"
21-May-24,EQ,194.4,196.5,188.75,194.4,189.1,189.1,191.18,207.2,61.8,"3,34,53,174","6,39,54,99,560.75","5,15,943"
18-May-24,EQ,194.75,195.7,194.1,194.85,194.5,194.4,194.76,207.2,61.8,"25,48,204","49,62,92,477.30","20,507"
17-May-24,EQ,195.15,196,193.1,195.2,194.9,194.85,194.57,207.2,61.8,"2,08,41,351","4,05,50,55,008.45","1,36,475"
16-May-24,EQ,192.9,195.85,189,192,194.4,195.2,193.89,207.2,61.8,"3,54,78,593","6,87,89,46,191.80","2,09,064"
15-May-24,EQ,188.8,193.4,183.15,187.3,191.3,192,189.94,207.2,61.8,"4,47,72,997","8,50,40,55,895.25","3,10,554"
14-May-24,EQ,191.7,193.45,182.1,194.3,187.6,187.3,187.94,207.2,61.8,"11,00,70,781","20,68,63,50,424.00","6,26,939"
13-May-24,EQ,205.8,207.2,186.75,201.3,196.65,194.3,196.83,207.2,61.8,"11,41,35,952","22,46,53,25,302.00","3,97,413"
10-May-24,EQ,196.35,205,189.9,195.25,203.8,201.3,197.86,205,60.3,"5,27,17,901","10,43,10,21,674.85","2,48,725"
9-May-24,EQ,195,199.7,193.1,195.45,195.75,195.25,196.45,202,60.3,"4,72,74,769","9,28,69,79,382.05","1,94,195"
8-May-24,EQ,190.65,196,187.3,191.45,195.5,195.45,192.67,202,60.3,"4,79,41,406","9,23,67,15,782.25","1,78,667"
7-May-24,EQ,196.15,196.35,182.35,195.7,192,191.45,189.32,202,60.3,"4,81,61,265","9,11,80,13,967.90","2,15,403"
6-May-24,EQ,199,202,194.5,197.25,196.15,195.7,197.57,202,60.3,"2,63,94,239","5,21,46,86,978.25","1,65,762"
3-May-24,EQ,196.8,200.35,193.1,195.45,197.15,197.25,197.07,200.35,60.3,"3,78,82,274","7,46,55,42,627.75","1,65,211"
2-May-24,EQ,193.6,195.95,192.75,193.15,195.4,195.45,194.89,199.7,60.3,"2,73,91,448","5,33,81,86,584.80","1,36,658"
30-Apr-24,EQ,195,196.95,192.2,193.6,193.55,193.15,194.83,199.7,60.3,"3,93,83,265","7,67,30,03,556.10","1,47,470"
29-Apr-24,EQ,189.4,194.3,186.45,188.1,194,193.6,191.51,199.7,60.3,"3,34,15,230","6,39,93,31,434.15","1,64,320"
26-Apr-24,EQ,189,190.45,186.35,184.7,188.5,188.1,188.22,199.7,54.7,"3,37,78,145","6,35,77,26,398.85","1,71,374"
25-Apr-24,EQ,184,188.9,182.5,184.4,184.65,184.7,185.17,199.7,54.7,"3,88,39,521","7,19,17,25,942.55","1,64,901"
24-Apr-24,EQ,189,189.1,183.15,187.45,184.45,184.4,185.29,199.7,54.7,"3,26,22,315","6,04,45,40,663.55","1,90,477"
23-Apr-24,EQ,194.4,194.5,186.6,193.35,187.8,187.45,189.34,199.7,54.7,"3,57,40,731","6,76,72,70,366.00","1,87,833"
22-Apr-24,EQ,193,197.7,190.8,189.2,193.4,193.35,193.72,199.7,54.7,"2,87,92,292","5,57,76,46,877.25","1,47,830"
19-Apr-24,EQ,182.3,191,181.4,185.2,188.5,189.2,186.59,199.7,53,"3,41,12,204","6,36,48,34,828.05","1,76,471"
18-Apr-24,EQ,188.5,189.25,183,186.45,184.95,185.2,185.23,199.7,53,"3,53,46,377","6,54,71,55,896.15","1,71,016"
16-Apr-24,EQ,187,189.3,183.9,188.3,186.8,186.45,186.29,199.7,53,"4,32,73,463","8,06,12,22,152.60","2,47,830"
15-Apr-24,EQ,188,192.4,184.5,192.1,189.5,188.3,188.87,199.7,53,"4,84,56,568","9,15,21,68,583.60","3,05,936"
12-Apr-24,EQ,195.85,199.7,190.5,196.9,193.7,192.1,195.23,199.7,51.8,"5,65,43,869","11,03,91,59,861.30","2,32,283"
10-Apr-24,EQ,195,199.6,194.05,193.7,197.3,196.9,196.98,199.6,51.8,"3,51,41,522","6,92,21,24,815.60","2,01,550"
9-Apr-24,EQ,192.55,195.5,188.75,191.8,194.55,193.7,193.2,195.5,51.8,"3,08,24,719","5,95,52,57,220.05","1,67,728"
8-Apr-24,EQ,191.6,194,190.55,190.5,192,191.8,192.36,194,51.8,"2,30,92,887","4,44,22,17,574.65","1,31,827"
5-Apr-24,EQ,188.25,191.8,187.25,187,190.8,190.5,190.25,191.8,50.9,"3,52,35,139","6,70,33,96,111.05","1,80,367"
4-Apr-24,EQ,180.5,188.15,180.25,178.3,187.45,187,184.25,189,50.9,"5,27,72,054","9,72,33,82,768.35","2,24,944"
3-Apr-24,EQ,181.95,182,177.85,183.1,179.15,178.3,179.95,189,50.9,"2,42,68,721","4,36,71,11,071.95","1,79,763"
2-Apr-24,EQ,185,185,180.75,184.5,183.25,183.1,182.52,189,50.9,"3,63,46,394","6,63,37,88,510.30","2,59,601"
1-Apr-24,EQ,183.9,188.2,182.75,182.1,184.1,184.5,185.49,189,50.9,"2,07,89,208","3,85,61,02,716.60","1,37,669"
28-Mar-24,EQ,179.8,184.7,176,179.45,182.15,182.1,180.78,189,49,"4,25,67,446","7,69,53,72,179.15","2,58,991"
27-Mar-24,EQ,183.6,189,177.2,182.6,179.9,179.45,183.53,189,49,"5,05,28,769","9,27,34,03,233.90","2,57,995"
26-Mar-24,EQ,173.4,183.65,172.2,174.2,183,182.6,178.5,183.65,49,"6,45,90,292","11,52,90,73,507.35","2,81,695"
22-Mar-24,EQ,170.45,174.9,169.05,169.65,173.7,174.2,172.96,175.6,49,"4,17,76,494","7,22,55,52,891.05","1,97,095"
